country,Country,PC1,PC2,PC3,PC4,PC5,PC6,PC7,NY.GDP.MKTP.PP.KD
LBN,Lebanon,0.08919876827117092,1.8222275471607845,-0.15477309891407154,-0.9170083377367791,-0.05082456281363694,-0.9982707702611189,-0.6380125406498703,Medium
LBR,Liberia,-2.659256982487855,-3.743797788447397,0.09980364976162642,0.401013242065144,-0.38753985010548436,-1.6944816322833922,-0.05121751559851243,Low
LBY,Libya,-0.5605021627882455,0.3931679838862149,0.09066681516736838,0.2236377861371916,0.36887831920686487,-0.984483481911315,-0.6736349370763813,Medium
LCA,St. Lucia,-0.6084787483608352,0.2656837711539878,-0.4210529866451103,-1.1282513957652591,0.45838071447521056,1.2245825759375495,1.3705103944561523,Low
LKA,Sri Lanka,-0.7062069404247239,-0.6385395945982563,-0.636813893871949,-1.9196880762762274,0.44298237369764154,1.0746908115907752,1.2103946872470288,Medium-High
LSO,Lesotho,-2.1991676485466267,-2.9083396160235995,-0.2249037031782033,-1.1287412424846217,0.5256298837452847,-0.5370728505766212,-0.2342921442389704,Low
LTU,Lithuania,0.11815816148909392,1.7486428933862137,-0.3455133149157911,-0.375861290431178,-1.3263383755436724,0.7861029808118867,-0.11834872963951283,Medium
LUX,Luxembourg,0.7554024846864429,3.3158731687684746,0.026601460492390896,1.3599982283923737,-0.6114097795073384,0.9644677456710794,-1.631897693158629,Medium
LVA,Latvia,0.09866874435688353,1.768470787798782,-0.5883490739994627,-1.4698682666764442,-1.0318103801105059,0.4537661568264533,-0.0002426787837096471,Medium
MAC,"Macao SAR, China",0.7819011114829434,3.2994561255454258,-0.4988708409231992,-0.7585739115100241,-1.78732832318239,-0.07431031875291978,-0.8995015313159265,Medium
MAR,Morocco,0.28526827692028794,0.991580467610579,-0.11387035153882762,0.09255125283009304,0.24364223045481712,0.6233688798393517,0.14770649806496453,Medium-High
MDA,Moldova,-0.180654731762976,1.0432165980529686,-1.1384102010982429,-4.100250233627745,0.848067947219302,-0.1416634770515913,1.0023215118096367,Medium-Low
MDG,Madagascar,-2.519466801956735,-4.253189892673018,0.11762393760723938,0.45795435765404185,-0.08936262000592844,-0.09173648609859503,-0.08345311726726376,Medium-Low
MDV,Maldives,0.21799081613472643,1.8648345866801561,0.6630425815361449,3.1985789200706423,4.194339938181646,0.30031657825272323,2.378124370627215,Medium-Low
MEX,Mexico,2.051407248017935,0.02276724692177278,-0.3356427977764405,-0.49934172917859837,-0.46575537814421947,-0.561646496192132,-0.8803318716819388,High
MHL,Marshall Islands,-0.47456173818540404,0.5747568663402891,-0.8217806966853671,-2.782524684212115,2.7816967076489827,-2.8501000158195486,0.07511382265824428,Low
MKD,North Macedonia,-0.26033590259286754,1.0360113664082324,-0.4633991684999739,-1.2496494217390501,0.12752598463390608,-0.1314213301279362,0.26085085320807694,Medium-Low
MLI,Mali,-2.8991442306393975,-4.865614884256768,0.24152005204119276,0.8493857604453675,-0.12516619610857996,-0.19052792841853333,-0.23684651200778925,Medium
MLT,Malta,0.3158156456317057,2.589068131643359,0.7244619432706249,4.547711532512243,-3.762135097083373,-2.0782057889928405,4.713478588648511,Medium-Low
MMR,Myanmar,-1.1044245471653829,-2.2071507732104796,-0.21202743541734362,-1.1210529143431174,0.8378214028532041,0.49175218919858366,0.870227640813999,Medium-High
MNE,Montenegro,-0.3619937444798183,0.9100237165251491,-0.4656058968947821,-1.015934920943371,-0.4807118254189787,-0.23321639391575755,0.1550772524306572,Medium-Low
MNG,Mongolia,-0.9680909510582288,-0.3430294495934164,-0.08374876084482658,0.05313586376843667,-0.11380561942249273,-1.045621942324889,-0.10905745824163385,Medium
MOZ,Mozambique,-2.4426065721978096,-4.12481684184892,0.0766442269537596,0.5053983292608715,-1.1100601482301762,-0.09746509275144007,0.12050542108178673,Medium-Low
MRT,Mauritania,-1.6107007880113506,-1.6516337787792708,0.1354866336233403,0.709812760302749,-0.8781009510741937,-0.25668510601518,-0.4358136872122631,Medium-Low
MUS,Mauritius,-0.10329619543018416,1.214034499491886,-0.6247981400702165,-1.6868189671940927,1.1361594016359098,0.5822474614517757,1.439261209017876,Medium-Low
MWI,Malawi,-2.5528050565783578,-4.10672519363612,-0.0022674130509050846,0.16488487630186732,-0.7025454369954559,0.8722759809532189,0.22387070510107304,Medium-Low
MYS,Malaysia,0.705234878551963,1.377215340368541,0.00044853061501246396,0.9604673469878132,0.6699724809274253,-0.3082475876075825,-0.19572662729577553,High
NAM,Namibia,-1.6891566487293077,-1.7959447563885962,-0.014505659595474412,0.4978974361482207,-1.084973384903595,-0.17656914785151642,0.4958258727354081,Medium-Low
NER,Niger,-2.8147132008765015,-4.787654446741823,0.2556038787696458,1.109748417990437,-0.1874486953603075,0.5994316490456327,0.43097774282136864,Medium-Low
NGA,Nigeria,0.165119296551234,-5.1857748574984495,0.08861645722731915,0.013559397430144279,0.966315680955825,-1.160797413653071,-0.8982269902358285,High
NIC,Nicaragua,-0.9337732888665158,-0.38825379844798696,-0.10336084571921243,-0.13026023992445818,-0.4436724401443789,-0.028439849236384544,0.08292089478596247,Medium
NLD,Netherlands,0.4866782004995906,3.7405556859885487,-0.35114922629134165,-1.3572491040524945,3.3192323224532467,1.9457082591179926,-6.02254213508315,High
NOR,Norway,1.09095370135685,3.0858604595819417,-0.15035210747004857,0.869837361828184,-0.5903628925801998,0.41613772504202023,-0.2398236501472253,Medium-High
NPL,Nepal,-0.803700655746362,-0.7938557528016101,-0.4504633676709356,-1.5257936766272315,0.11497665752766266,-0.9296731326241747,-0.43251978392195634,Medium
NRU,Nauru,-0.5751238958522574,0.5331635327511981,-0.07156581012170384,-0.055627229590896526,0.717540941767413,-1.7057025646097073,-1.0156986991664605,Low
NZL,New Zealand,0.6117894910873612,2.773910373789786,0.04850008426096819,1.4509514981963365,-1.3010507959937587,1.0644348172155538,-0.5943001594900428,Medium-High
OMN,Oman,-0.1975725704795283,1.029206132630617,1.8403927290258357,8.059304694199202,0.5382885005002679,1.4673083154632034,0.24343707410083257,Medium-High
PAK,Pakistan,1.2128679214458737,-3.144630491652844,-0.0404575221033323,0.06991323174390311,0.953072890503137,1.3082651051154979,0.5391631457542967,High
PAN,Panama,0.13169536547062413,1.7411328357468385,-0.059072860695297505,0.36131759029245397,-0.3437518450455768,0.8234001037620468,0.15579635927190372,Medium-High
PER,Peru,0.5124342239099415,1.493797666923338,-0.14397869764574925,-0.10882976291910966,0.04942860885335898,-0.5893490434444972,-0.6449716563735367,Medium-High
PHL,Philippines,0.40687447513254105,-1.2625830254985564,-0.2626403995455083,-0.4183038284192762,0.40797494889937586,0.0947231324836506,0.10884848770365653,High
PLW,Palau,-0.12867077995266685,1.423081252860504,-0.020094843833285993,0.6609029508237325,1.374865221901274,-1.6453277391089491,1.5214834171676161,Low
PNG,Papua New Guinea,-2.4040554469930155,-3.657188670075824,0.08344321277657288,0.44655458924287944,0.6319151595851696,0.65326435248481,0.5968175333804232,Medium-Low
POL,Poland,1.0471914324038354,1.708972788522413,-0.5590453123918437,-1.2225626083729393,-0.17270485772589791,0.41138057860449034,0.576543979372554,High
PRI,Puerto Rico (US),0.6394322993244694,2.856184342847298,-0.5440423258793684,-1.5163696298788814,-0.60358100821921,-0.7013362682437221,-0.6582202002503764,Medium
PRT,Portugal,0.5495246212177163,2.1633921932632063,-0.30965589906027463,-0.08638182114817775,-1.3894861207433835,1.4174289580468027,0.20454953527560754,Medium-High
PRY,Paraguay,-0.5606282154115099,0.30403780084773685,-0.053596817037755706,-0.04202635401818908,0.2431179009155397,-0.45263298469331975,-0.3871821738432316,Medium
PSE,West Bank and Gaza,-0.938377909745735,-0.24212911671721657,0.11038350239167344,0.31052360319981936,-0.16172651266360827,-0.9143191739347651,-1.1006359104923304,Medium-Low
QAT,Qatar,1.6258886313541847,4.289437511223793,1.1198403920820545,5.364950294430703,8.108922997470426,-2.8167345080420216,0.9013205235216727,Medium-High
ROU,Romania,0.28032868206223666,1.2395713997371491,-0.46255078423916923,-1.1945138681726333,-0.08060929373034606,0.8102762650943293,0.5835206615402558,High
RUS,Russian Federation,2.5689132129788548,0.1345986626402257,-0.6611628451531038,-1.9936425780403828,-0.6144558819702165,-0.45450640971603373,-0.6219948994478831,High
RWA,Rwanda,-2.1441654671041777,-3.1206179788145216,-0.021870793684528444,0.44423657199534505,-0.7640034955115764,0.6136168924132016,-0.0521823138281498,Medium-Low
SAU,Saudi Arabia,1.2841675009092492,1.2545174642736743,1.2274103853827862,5.947316853720495,1.4208430108693741,0.10271744798301449,-0.3715798547413889,High
SDN,Sudan,-1.1508382551138254,-2.0807229302288013,-0.10669725940961967,-0.7490347991024866,0.49813591098568294,0.6583756449352653,0.6099344014233701,Medium
SEN,Senegal,-1.4658767582462953,-1.8001454877741907,0.14628421873551944,1.0847473755348898,-0.17982066311848274,-0.6813146803897262,0.2053828621437076,Medium
SGP,Singapore,1.0001057824066755,2.9413178836255605,0.4678268966679735,3.637019360026647,-2.035359703396808,-0.39811861470764465,0.10400834101622936,High
SLB,Solomon Islands,-2.2105638667249736,-2.8665694992392456,0.20404466594901013,1.0682223727790752,-0.08908601888574204,0.3678235534185939,0.3040092145382981,Low
SLE,Sierra Leone,-2.7249383725822667,-4.035689264178963,0.05696620789047546,0.19409863786418535,-0.08784394789571415,-0.9483057170026788,-0.4390111432832742,Medium-Low
SLV,El Salvador,-0.20386018468055958,1.0872881058917876,-0.44835962241785376,-1.2844433804994988,-0.32191863203474935,-0.34894063137675974,-0.4033866880701358,Medium
SMR,San Marino,1.067129003272981,3.884494647954396,-0.2903686958667346,0.05804270694503513,-0.6029258813412852,0.11358140979584723,-0.7421791720020622,Low
SOM,"Somalia, Fed. Rep.",-2.8807531710028638,-4.551380380628284,0.2737045437012122,0.7076532198057469,-0.29045773647398115,-1.3115535026363063,-0.7323989728285332,Medium-Low
SRB,Serbia,-0.040427606610147514,1.2899658726251735,-0.6185163646219276,-1.7888753474001726,-0.1670851617489142,-0.09746590586423654,0.38955778346978076,Medium-High
STP,Sao Tome and Principe,-1.9411285274057883,-2.159537520355698,0.030829195927756334,0.359331793085243,-0.39927807522981285,-1.0347845969941147,-1.2693384516536534,Low
SUR,Suriname,-0.42821224487512527,0.7967750973359251,-0.10132871842137632,-0.22650824307771272,0.14787368139346146,0.342292819843959,-0.08156801847065973,Medium-Low
SVK,Slovak Republic,0.1993780656823923,1.6887503159055286,-0.46395759105855355,-1.1186053955287445,0.10015661893089699,0.9012769795494376,0.5302394267831646,Medium-High
SVN,Slovenia,0.46665033490494345,2.3808676080886575,-0.2953394192013252,-0.10415064555458411,0.1035000208083042,1.1493588735669769,0.6219352723141914,Medium
SWE,Sweden,1.4087258660260447,3.3847620411682118,-0.3005995403753274,0.2927207749781397,-0.29287326312094947,-0.41839030458757515,-0.003389063948929688,High
SWZ,Eswatini,-1.9045011419957727,-2.3559716626358194,-0.2547122434813922,-1.0194582191045556,0.4420811417667078,0.509199336140178,0.5996954862132974,Medium-Low
SXM,Sint Maarten (Dutch part),0.10567551517432996,1.974935157420695,-0.0930650575946879,0.22604828917227215,-0.8696175478521975,-0.6394055242513712,-1.0926624586083737,Low
SYC,Seychelles,-0.05079542992411854,1.3813684092463778,-0.014461926113904384,0.7140017496487474,2.2086968377106646,0.2719401995034727,1.7581969284125991,Low
SYR,Syrian Arab Republic,-0.9661782378395101,-0.7409679265637871,0.6878996047387181,2.5933512123973523,-1.8653906650752106,1.420021983148461,-0.9302794751815836,Medium
