country,Country,PC1,PC2,PC3,PC4,PC5,PC6,PC7,NY.GDP.MKTP.PP.KD
TCA,Turks and Caicos Islands,0.32585694138902227,2.4104674126012497,-0.22188385514211645,-0.33363162558994547,0.44245180512311794,-1.1232660777180128,-0.7407607994532104,Low
TCD,Chad,-3.414948823376397,-5.751128426032816,0.5025467058688208,1.6049942175631682,-0.7224753101296195,0.32316985991196356,-0.2692168405563618,Medium-Low
TGO,Togo,-2.4246393011188623,-3.506542521990927,0.08134825610839762,0.45523165683088906,0.04558063464699505,-0.4600772131439306,-0.4106724966118415,Medium-Low
THA,Thailand,1.0307628516756373,0.7778213724808385,-0.4787075727822617,-1.1674328301813184,0.29263902364257105,-0.0883717649308547,0.15431369663316383,High
TJK,Tajikistan,-0.9991258778049845,-0.7539923393225989,-0.10784814904025643,-0.24143344227180585,-0.23244088532052767,1.8346888280117235,0.8723773470440668,Medium-Low
TKM,Turkmenistan,-0.8565936812904296,-0.3479673729994876,-0.05931664635596562,-0.22807806888589766,-0.2943892117030047,0.9583484973732015,0.39076714383698025,Medium
TLS,Timor-Leste,-2.0572562552097016,-2.623769891851282,-0.1731887594351166,-0.4532842816928865,0.4858856508729619,-0.05536301660261864,0.7606835026018575,Low
TON,Tonga,-0.6617206743478135,0.12373204166713951,-0.7120811951787972,-2.354329653725089,0.28368183881787445,1.4573780565011696,1.3217170382776708,Low
TTO,Trinidad and Tobago,-0.19502819588550566,1.0302400241865874,-0.37730124981166946,-1.0409198152475818,0.5320318404606901,0.7163755577076355,0.14524001275004014,Medium-Low
TUN,Tunisia,0.13015634275993934,1.543325835829367,-0.21867878705075572,-0.40792450268087577,0.045936263418128655,0.2188758569807831,-0.05372278702799434,Medium
TUR,Turkiye,1.7826779106461519,1.2553802379351964,-0.20373506022074467,-0.050219128967047076,-0.1355952994086605,-0.5559936875405636,-0.6888761826057945,High
TUV,Tuvalu,-0.6091277111389685,0.25107774130012156,-0.5679121610743604,-2.035739121527662,2.2689532387424403,-1.639194503276161,0.28883403366735616,Low
TZA,Tanzania,-1.7421061691487263,-3.7279218888104144,0.15632948019913004,0.7880314314560597,-0.5800459326890202,0.5376836408239403,-0.21476511184753821,Medium-High
UGA,Uganda,-2.0705788249577215,-3.8582306379586644,0.16933422987788746,0.8598819247863365,-0.728031911132785,0.4462755647249693,0.04206733052205502,Medium
UKR,Ukraine,1.4389315116764618,3.0426824295194517,-2.0426201226170617,-7.518946398605777,3.2978376519788584,-2.733980673125145,1.4472561822985661,Medium-High
URY,Uruguay,0.6341775482384918,2.872231148421909,-0.4454985929637046,-0.9047422520238098,-0.06933225836019305,-0.33873940199155994,-1.1749755449735404,Medium
USA,United States,5.310216672273473,0.08200078143361605,-0.32611063060787615,0.8491513737300009,-2.0438950610437856,-1.269989817865128,3.213884225592207,High
UZB,Uzbekistan,-0.38440755672019167,-0.3540533933791813,0.2371993576969223,0.48713812573763393,-0.09015605738375146,0.9359480531633307,0.2581383899795804,Medium-High
VCT,St. Vincent and the Grenadines,-0.39247927418102296,0.7346602008311385,-0.4148572447327733,-1.1222244983702503,1.3105653556921557,-0.025619468840058755,1.1603503443352412,Low
VNM,Viet Nam,1.0095884137371685,-0.10904850085060876,1.1355604088175704,-1.0364862211982089,0.08387563829317517,1.471375004860195,0.8867372053489894,High
VUT,Vanuatu,-1.9106142460354416,-2.368194944133664,0.015492492388392027,0.42318520493395734,-0.056402149530017674,1.0639559075743066,0.5753833688250005,Low
WSM,Samoa,-1.3493989138532647,-1.2904178227246792,-0.35951289150901283,-0.723221172550655,0.7005375136803788,1.1089731895985309,1.1283756136736403,Low
XKX,Kosovo,0.5454771131922834,2.4725706848110205,-1.208638678378271,-4.189520352920476,2.583389219026709,-1.2726094640247225,1.7228817138016146,Medium-Low
ZAF,South Africa,-0.19487923667417018,-0.8090270404686505,-0.2237968493257444,-0.5592462191099715,-0.15806686485974442,0.06207957248896618,-0.3253643401035905,High
ZMB,Zambia,-2.209033111902473,-3.3170806619896247,0.10348107530827914,0.6448807730349368,-0.6456307388870447,-0.1371262256048412,-0.47658243552900875,Medium
ZWE,Zimbabwe,-2.0907457798388114,-3.0599958962284792,-0.2116749904847196,-0.9217084424143693,-0.4039328403110522,-0.04721297411858739,-0.13713258469400602,Medium
